category,subcategory,merchant_name,amount,transaction_type,description,frequency,day_of_month,typical_hour,min_income,max_income,age_group,city_tier,lifestyle,is_emi,is_subscription,is_fraud_pattern,fraud_type,seasonal_tag
entertainment,leisure,Steam Purchase,2701.0,DEBIT,Steam Purchase — Entertainment,random,,21,16000.0,100000.0,35-45,3,moderate,False,False,False,,
food,dining,Blinkit,714.0,DEBIT,Blinkit — Groceries,random,,19,60000.0,375000.0,45-55,1,premium,False,False,False,,
festival,dussehra,Reliance Smart Dussehra,4285.0,DEBIT,Seasonal spend (dussehra),seasonal,,14,12500.0,52000.0,22-28,3,budget,False,False,False,,dussehra
festival,dussehra,Reliance Smart Dussehra,7086.0,DEBIT,Seasonal spend (dussehra),seasonal,,21,40000.0,195000.0,35-45,1,premium,False,False,False,,dussehra
festival,diwali,Amazon Great Indian Festival,10344.0,DEBIT,Seasonal spend (diwali),seasonal,,17,20000.0,104000.0,35-45,1,moderate,False,False,False,,diwali
shopping,retail,Croma Retail,32850.0,DEBIT,Croma Retail — Shopping,random,,12,16000.0,100000.0,35-45,3,moderate,False,False,False,,
health,wellness,Thyrocare Labs,1560.0,DEBIT,Thyrocare Labs — Health,random,,19,10000.0,50000.0,28-35,2,budget,False,False,False,,
shopping,retail,Reliance Digital,2922.0,DEBIT,Reliance Digital — Shopping,random,,18,16000.0,100000.0,28-35,2,moderate,False,False,False,,
shopping,retail,Amazon India,3896.0,DEBIT,Amazon India — Shopping,random,,21,16000.0,100000.0,22-28,1,moderate,False,False,False,,
emi,personal_loan,PAYSENSE EMI,17846.0,DEBIT,Personal loan EMI NACH,monthly,7,11,22400.0,144000.0,22-28,2,premium,True,False,False,,
emi,car_loan,HDFC CAR LOAN EMI,25594.0,DEBIT,Car loan EMI NACH,monthly,9,9,31499.0,202500.0,22-28,2,premium,True,False,False,,
utility,bills,Adani Electricity Mumbai,2655.0,DEBIT,Adani Electricity Mumbai — Utilities,monthly,13,22,16000.0,100000.0,35-45,2,moderate,False,False,False,,
utility,bills,Adani Electricity Mumbai,1915.0,DEBIT,Adani Electricity Mumbai — Utilities,monthly,20,17,16000.0,100000.0,28-35,2,moderate,False,False,False,,
emi,home_loan,AXIS HOME LOAN,31331.0,DEBIT,Home loan EMI NACH,monthly,3,9,38500.0,247500.0,28-35,3,premium,True,False,False,,
entertainment,leisure,Insider.in Events,1351.0,DEBIT,Insider.in Events — Entertainment,random,,10,16000.0,100000.0,22-28,1,moderate,False,False,False,,
entertainment,leisure,Insider.in Events,2360.0,DEBIT,Insider.in Events — Entertainment,random,,9,32000.0,187500.0,28-35,1,premium,False,False,False,,
food,dining,Thali House Indiranagar,258.0,DEBIT,Thali House Indiranagar — Food,random,,19,16000.0,100000.0,28-35,2,moderate,False,False,False,,
emi,personal_loan,PAYSENSE EMI,17317.0,DEBIT,Personal loan EMI NACH,monthly,13,10,22400.0,144000.0,35-45,2,premium,True,False,False,,
food,dining,Zepto,842.0,DEBIT,Zepto — Groceries,random,,19,10000.0,50000.0,28-35,2,budget,False,False,False,,
food,dining,Starbucks India,281.0,DEBIT,Starbucks India — Food,random,,16,16000.0,100000.0,35-45,3,moderate,False,False,False,,
food,dining,Blinkit,669.0,DEBIT,Blinkit — Groceries,random,,18,16000.0,100000.0,28-35,1,moderate,False,False,False,,
health,wellness,Netmeds,1396.0,DEBIT,Netmeds — Health,random,,18,32000.0,187500.0,28-35,1,premium,False,False,False,,
emi,personal_loan,MONEYTAP EMI,7938.0,DEBIT,Personal loan EMI NACH,monthly,13,11,22400.0,144000.0,45-55,3,moderate,True,False,False,,
entertainment,leisure,Insider.in Events,4203.0,DEBIT,Insider.in Events — Entertainment,random,,16,32000.0,187500.0,35-45,1,premium,False,False,False,,
emi,car_loan,SBI AUTO FINANCE,21232.0,DEBIT,Car loan EMI NACH,monthly,4,11,31499.0,202500.0,35-45,2,premium,True,False,False,,
transport,mobility,Shell Petrol Pump,697.0,DEBIT,Shell Petrol Pump — Transport,random,,20,10000.0,50000.0,22-28,2,budget,False,False,False,,
food,dining,Chai Point,205.0,DEBIT,Chai Point — Food,random,,18,10000.0,50000.0,22-28,3,budget,False,False,False,,
emi,car_loan,ICICI AUTO LOAN,21722.0,DEBIT,Car loan EMI NACH,monthly,10,11,31499.0,202500.0,35-45,1,moderate,True,False,False,,
health,wellness,Apollo Pharmacy,305.0,DEBIT,Apollo Pharmacy — Health,random,,14,10000.0,50000.0,22-28,2,budget,False,False,False,,
misc,general,ICICI Lombard Health,2559.0,DEBIT,ICICI Lombard Health — Health,random,,18,32000.0,187500.0,45-55,1,premium,False,False,False,,
utility,bills,ACT Fibernet,978.0,DEBIT,ACT Fibernet — Utilities,monthly,14,22,32000.0,187500.0,28-35,2,premium,False,False,False,,
transport,mobility,Shell Petrol Pump,1868.0,DEBIT,Shell Petrol Pump — Transport,random,,21,16000.0,100000.0,22-28,2,moderate,False,False,False,,
emi,car_loan,ICICI AUTO LOAN,25777.0,DEBIT,Car loan EMI NACH,monthly,10,10,31499.0,202500.0,22-28,1,premium,True,False,False,,
misc,general,Mutual Fund SIP HDFC,20879.0,DEBIT,Mutual Fund SIP HDFC — Investment,random,,11,16000.0,100000.0,28-35,3,moderate,False,False,False,,
utility,bills,MSEDCL Bill Pay,2476.0,DEBIT,MSEDCL Bill Pay — Utilities,monthly,26,16,60000.0,375000.0,35-45,2,premium,False,False,False,,
health,wellness,PharmEasy,1224.0,DEBIT,PharmEasy — Health,random,,9,10000.0,50000.0,22-28,2,budget,False,False,False,,
income,salary,Salary Credit — Accenture,62059.0,CREDIT,Monthly salary NEFT,monthly,1,8,34000.0,92000.0,22-28,1,moderate,False,False,False,,
transport,mobility,HPCL Fuel,1684.0,DEBIT,HPCL Fuel — Transport,random,,14,16000.0,100000.0,35-45,1,moderate,False,False,False,,
utility,bills,Adani Electricity Mumbai,1976.0,DEBIT,Adani Electricity Mumbai — Utilities,monthly,7,22,60000.0,375000.0,45-55,2,premium,False,False,False,,
shopping,retail,Ajio,1708.0,DEBIT,Ajio — Shopping,random,,22,16000.0,100000.0,35-45,2,moderate,False,False,False,,
food,dining,Zepto,1242.0,DEBIT,Zepto — Groceries,random,,20,16000.0,100000.0,22-28,1,moderate,False,False,False,,
shopping,retail,Reliance Digital,9256.0,DEBIT,Reliance Digital — Shopping,random,,15,16000.0,100000.0,35-45,1,moderate,False,False,False,,
festival,diwali,Amazon Great Indian Festival,11803.0,DEBIT,Seasonal spend (diwali),seasonal,,18,75000.0,390000.0,45-55,1,premium,False,False,False,,diwali
emi,home_loan,AXIS HOME LOAN,20372.0,DEBIT,Home loan EMI NACH,monthly,15,8,38500.0,247500.0,22-28,2,moderate,True,False,False,,
transport,mobility,Metro Recharge DMRC,385.0,DEBIT,Metro Recharge DMRC — Transport,random,,13,32000.0,187500.0,45-55,1,premium,False,False,False,,
food,dining,Zomato,304.0,DEBIT,Zomato — Food,random,,11,16000.0,100000.0,22-28,2,moderate,False,False,False,,
festival,diwali,Myntra Diwali Sale,4271.0,DEBIT,Seasonal spend (diwali),seasonal,,14,12500.0,52000.0,22-28,3,budget,False,False,False,,diwali
emi,personal_loan,NAVI PERSONAL LOAN,5158.0,DEBIT,Personal loan EMI NACH,monthly,15,11,22400.0,144000.0,28-35,1,moderate,True,False,False,,
utility,bills,Airtel Xstream Fiber,1262.0,DEBIT,Airtel Xstream Fiber — Utilities,monthly,23,11,10000.0,50000.0,22-28,3,budget,False,False,False,,
emi,personal_loan,PAYSENSE EMI,19833.0,DEBIT,Personal loan EMI NACH,monthly,11,9,22400.0,144000.0,28-35,1,premium,True,False,False,,
festival,new_year,MakeMyTrip NY Travel,4590.0,DEBIT,Seasonal spend (new_year),seasonal,,14,12500.0,52000.0,22-28,2,budget,False,False,False,,new_year
festival,diwali,Myntra Diwali Sale,14857.0,DEBIT,Seasonal spend (diwali),seasonal,,16,40000.0,195000.0,35-45,1,premium,False,False,False,,diwali
food,dining,Zepto,1538.0,DEBIT,Zepto — Groceries,random,,20,10000.0,50000.0,22-28,3,budget,False,False,False,,
entertainment,leisure,BookMyShow,449.0,DEBIT,BookMyShow — Entertainment,random,,12,16000.0,100000.0,35-45,2,moderate,False,False,False,,
utility,bills,Airtel Prepaid,627.0,DEBIT,Airtel Prepaid — Recharge,monthly,18,17,10000.0,50000.0,22-28,2,budget,False,False,False,,
entertainment,leisure,Insider.in Events,1719.0,DEBIT,Insider.in Events — Entertainment,random,,9,16000.0,100000.0,28-35,1,moderate,False,False,False,,
food,dining,Thali House Indiranagar,281.0,DEBIT,Thali House Indiranagar — Food,random,,15,32000.0,187500.0,35-45,2,premium,False,False,False,,
fraud,one_rupee_trap,UNKNOWN UPI VERIFY,27801.0,DEBIT,Follow-up subscription or annual fee,random,,15,20000.0,96000.0,28-35,2,moderate,False,False,True,one_rupee_trap,
transport,mobility,Uber India,559.0,DEBIT,Uber India — Transport,random,,22,32000.0,187500.0,45-55,1,premium,False,False,False,,
emi,home_loan,ICICI HOME FINANCE,16378.0,DEBIT,Home loan EMI NACH,monthly,1,6,38500.0,247500.0,35-45,1,moderate,True,False,False,,
subscription,ott_or_saas,Disney Hotstar,299.0,DEBIT,Auto-debit subscription renewal,monthly,22,9,20000.0,96000.0,22-28,1,moderate,False,True,False,,
festival,new_year,MakeMyTrip NY Travel,4749.0,DEBIT,Seasonal spend (new_year),seasonal,,19,20000.0,104000.0,35-45,2,moderate,False,False,False,,new_year
utility,bills,ACT Fibernet,1011.0,DEBIT,ACT Fibernet — Utilities,monthly,18,14,32000.0,187500.0,45-55,1,premium,False,False,False,,
food,dining,Zomato,531.0,DEBIT,Zomato — Food,random,,18,16000.0,100000.0,22-28,1,moderate,False,False,False,,
emi,home_loan,AXIS HOME LOAN,28969.0,DEBIT,Home loan EMI NACH,monthly,15,8,38500.0,247500.0,45-55,1,moderate,True,False,False,,
food,dining,BigBasket,1504.0,DEBIT,BigBasket — Groceries,random,,19,16000.0,100000.0,28-35,3,moderate,False,False,False,,
food,dining,Swiggy,463.0,DEBIT,Swiggy — Food,random,,18,10000.0,50000.0,22-28,3,budget,False,False,False,,
utility,bills,Jio Prepaid Recharge,696.0,DEBIT,Jio Prepaid Recharge — Recharge,monthly,19,18,16000.0,100000.0,35-45,2,moderate,False,False,False,,
emi,home_loan,HDFC HOME LOAN EMI,36859.0,DEBIT,Home loan EMI NACH,monthly,3,11,38500.0,247500.0,35-45,2,premium,True,False,False,,
food,dining,Starbucks India,607.0,DEBIT,Starbucks India — Food,random,,12,16000.0,100000.0,28-35,3,moderate,False,False,False,,
festival,dussehra,Reliance Smart Dussehra,7034.0,DEBIT,Seasonal spend (dussehra),seasonal,,18,20000.0,104000.0,35-45,1,moderate,False,False,False,,dussehra
festival,diwali,Amazon Great Indian Festival,18525.0,DEBIT,Seasonal spend (diwali),seasonal,,15,12500.0,52000.0,28-35,2,budget,False,False,False,,diwali
subscription,ott_or_saas,YouTube Premium India,109.0,DEBIT,Auto-debit subscription renewal,monthly,27,14,40000.0,180000.0,35-45,1,premium,False,True,False,,
food,dining,Swiggy,779.0,DEBIT,Swiggy — Food,random,,11,32000.0,187500.0,35-45,2,premium,False,False,False,,
utility,bills,Airtel Prepaid,661.0,DEBIT,Airtel Prepaid — Recharge,monthly,19,13,16000.0,100000.0,35-45,2,moderate,False,False,False,,
festival,dussehra,Reliance Smart Dussehra,5269.0,DEBIT,Seasonal spend (dussehra),seasonal,,18,20000.0,104000.0,35-45,3,moderate,False,False,False,,dussehra
emi,car_loan,HDFC CAR LOAN EMI,15492.0,DEBIT,Car loan EMI NACH,monthly,3,11,31499.0,202500.0,22-28,1,premium,True,False,False,,
utility,bills,Airtel Xstream Fiber,1160.0,DEBIT,Airtel Xstream Fiber — Utilities,monthly,14,19,10000.0,50000.0,28-35,3,budget,False,False,False,,
subscription,ott_or_saas,Cult.fit Membership,1048.0,DEBIT,Auto-debit subscription renewal,monthly,9,19,12500.0,48000.0,22-28,3,budget,False,True,False,,
misc,general,ICICI Lombard Health,6390.0,DEBIT,ICICI Lombard Health — Health,random,,21,16000.0,100000.0,28-35,2,moderate,False,False,False,,
income,salary,Salary Credit — HDFC Bank,56049.0,CREDIT,Monthly salary NEFT,monthly,2,0,34000.0,92000.0,22-28,2,moderate,False,False,False,,
transport,mobility,Ola Cabs,173.0,DEBIT,Ola Cabs — Transport,random,,16,16000.0,100000.0,28-35,2,moderate,False,False,False,,
transport,mobility,Ola Cabs,187.0,DEBIT,Ola Cabs — Transport,random,,11,10000.0,50000.0,22-28,3,budget,False,False,False,,
subscription,ott_or_saas,Amazon Prime Video,152.0,DEBIT,Auto-debit subscription renewal,monthly,7,15,12500.0,48000.0,22-28,2,budget,False,True,False,,
festival,diwali,Local Sweet Shop,14298.0,DEBIT,Seasonal spend (diwali),seasonal,,15,20000.0,104000.0,22-28,2,moderate,False,False,False,,diwali
emi,bike_loan,HERO FINCORP EMI,6619.0,DEBIT,Bike loan EMI NACH,monthly,9,9,19600.0,126000.0,22-28,1,moderate,True,False,False,,
income,salary,Salary Credit — Flipkart,63909.0,CREDIT,Monthly salary NEFT,monthly,3,2,34000.0,92000.0,28-35,2,moderate,False,False,False,,
transport,mobility,Metro Recharge DMRC,424.0,DEBIT,Metro Recharge DMRC — Transport,random,,17,10000.0,50000.0,22-28,3,budget,False,False,False,,
festival,diwali,Myntra Diwali Sale,21278.0,DEBIT,Seasonal spend (diwali),seasonal,,17,20000.0,104000.0,28-35,2,moderate,False,False,False,,diwali
health,wellness,Apollo Pharmacy,781.0,DEBIT,Apollo Pharmacy — Health,random,,13,16000.0,100000.0,35-45,2,moderate,False,False,False,,
shopping,retail,Reliance Digital,21020.0,DEBIT,Reliance Digital — Shopping,random,,16,10000.0,50000.0,28-35,2,budget,False,False,False,,
emi,bike_loan,BAJAJ FINSERV TWO WHEELER,5931.0,DEBIT,Bike loan EMI NACH,monthly,11,6,19600.0,126000.0,35-45,1,premium,True,False,False,,
income,salary,Salary Credit — Amazon India,149822.0,CREDIT,Monthly salary NEFT,monthly,2,8,68000.0,172500.0,28-35,2,premium,False,False,False,,
income,salary,Salary Credit — Zomato,260923.0,CREDIT,Monthly salary NEFT,monthly,5,1,127500.0,345000.0,35-45,1,premium,False,False,False,,
entertainment,leisure,PVR Cinemas,963.0,DEBIT,PVR Cinemas — Entertainment,random,,9,60000.0,375000.0,35-45,1,premium,False,False,False,,
utility,bills,Airtel Prepaid,369.0,DEBIT,Airtel Prepaid — Recharge,monthly,4,18,16000.0,100000.0,35-45,2,moderate,False,False,False,,
festival,diwali,Local Sweet Shop,13316.0,DEBIT,Seasonal spend (diwali),seasonal,,20,20000.0,104000.0,35-45,2,moderate,False,False,False,,diwali
food,dining,Starbucks India,462.0,DEBIT,Starbucks India — Food,random,,19,16000.0,100000.0,35-45,2,moderate,False,False,False,,
health,wellness,Apollo Pharmacy,243.0,DEBIT,Apollo Pharmacy — Health,random,,18,60000.0,375000.0,45-55,1,premium,False,False,False,,
transport,mobility,HPCL Fuel,770.0,DEBIT,HPCL Fuel — Transport,random,,22,10000.0,50000.0,22-28,2,budget,False,False,False,,
festival,diwali,Local Sweet Shop,14059.0,DEBIT,Seasonal spend (diwali),seasonal,,20,20000.0,104000.0,22-28,2,moderate,False,False,False,,diwali
shopping,retail,Flipkart,13102.0,DEBIT,Flipkart — Shopping,random,,10,32000.0,187500.0,35-45,1,premium,False,False,False,,
emi,personal_loan,LAZYPAY EMI,19518.0,DEBIT,Personal loan EMI NACH,monthly,8,9,22400.0,144000.0,35-45,3,moderate,True,False,False,,
shopping,retail,Reliance Digital,5055.0,DEBIT,Reliance Digital — Shopping,random,,17,32000.0,187500.0,35-45,1,premium,False,False,False,,
shopping,retail,Croma Retail,6614.0,DEBIT,Croma Retail — Shopping,random,,20,16000.0,100000.0,35-45,1,moderate,False,False,False,,
food,dining,Chai Point,74.0,DEBIT,Chai Point — Food,random,,11,60000.0,375000.0,45-55,1,premium,False,False,False,,
food,dining,Zepto,1134.0,DEBIT,Zepto — Groceries,random,,19,10000.0,50000.0,22-28,2,budget,False,False,False,,
health,wellness,Apollo Pharmacy,946.0,DEBIT,Apollo Pharmacy — Health,random,,19,10000.0,50000.0,22-28,3,budget,False,False,False,,
food,dining,Starbucks India,496.0,DEBIT,Starbucks India — Food,random,,21,60000.0,375000.0,35-45,1,premium,False,False,False,,
food,dining,Thali House Indiranagar,181.0,DEBIT,Thali House Indiranagar — Food,random,,13,16000.0,100000.0,35-45,1,moderate,False,False,False,,
shopping,retail,Reliance Digital,28237.0,DEBIT,Reliance Digital — Shopping,random,,11,16000.0,100000.0,28-35,2,moderate,False,False,False,,
food,dining,Chai Point,167.0,DEBIT,Chai Point — Food,random,,10,16000.0,100000.0,22-28,1,moderate,False,False,False,,
health,wellness,Apollo Pharmacy,517.0,DEBIT,Apollo Pharmacy — Health,random,,22,32000.0,187500.0,45-55,1,premium,False,False,False,,
transport,mobility,Metro Recharge DMRC,366.0,DEBIT,Metro Recharge DMRC — Transport,random,,11,16000.0,100000.0,22-28,2,moderate,False,False,False,,
misc,general,Insurance LIC Premium,4829.0,DEBIT,Insurance LIC Premium — Bills,random,,18,32000.0,187500.0,45-55,1,premium,False,False,False,,
food,dining,Starbucks India,566.0,DEBIT,Starbucks India — Food,random,,12,32000.0,187500.0,45-55,1,premium,False,False,False,,
transport,mobility,HPCL Fuel,1747.0,DEBIT,HPCL Fuel — Transport,random,,22,60000.0,375000.0,35-45,1,premium,False,False,False,,
shopping,retail,Myntra,4706.0,DEBIT,Myntra — Shopping,random,,20,32000.0,187500.0,28-35,2,premium,False,False,False,,
